@attribute 'Histogram of JPEG Coefficients183' numeric
@attribute 'Histogram of JPEG Coefficients184' numeric
@attribute 'Histogram of JPEG Coefficients185' numeric
@attribute 'Histogram of JPEG Coefficients186' numeric
@attribute 'Histogram of JPEG Coefficients187' numeric
@attribute 'Histogram of JPEG Coefficients188' numeric
@attribute 'Histogram of JPEG Coefficients189' numeric
@attribute 'Histogram of JPEG Coefficients190' numeric
@attribute 'Histogram of JPEG Coefficients191' numeric
@attribute class {K1,K2,K3,K4,K5,K6}

@data

86,255,173,97,61,45,28,27,152,228,98,32,14,4,8,11,94,86,36,5,1,1,3,8,43,23,2,0,0,1,2,7,27,10,1,0,0,3,4,14,19,3,1,0,1,1,8,8,8,3,3,3,3,5,13,18,10,7,9,5,6,7,12,22,112,255,81,33,39,38,44,68,136,72,10,1,6,8,15,47,27,9,0,1,6,7,18,44,4,1,2,1,3,7,14,41,9,2,3,2,6,9,16,44,10,3,4,5,8,10,19,53,15,9,7,7,11,28,35,58,30,34,28,28,28,39,55,86,90,255,123,80,23,19,24,29,173,142,25,0,1,3,10,19,62,23,0,0,1,3,6,15,40,0,0,0,3,2,6,16,2,1,0,0,1,3,6,11,3,2,1,0,1,4,9,14,6,4,3,4,5,9,20,27,8,10,7,10,10,14,21,33,K3
8,238,145,49,36,21,5,2,255,252,90,25,11,4,0,0,116,97,52,5,2,0,1,3,52,14,3,0,0,0,0,0,22,4,1,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,2,0,0,1,14,255,58,6,7,11,13,47,204,150,16,0,1,10,22,89,2,7,0,0,11,10,12,97,0,0,0,0,7,31,66,76,0,0,6,19,6,4,65,101,4,2,4,6,22,32,57,83,3,23,18,23,53,47,79,117,21,63,45,60,62,74,111,105,7,255,146,45,5,1,4,13,209,207,69,0,0,0,4,8,81,60,8,0,1,1,1,10,23,0,0,1,0,0,3,7,0,0,0,0,1,2,4,12,0,0,0,0,3,8,8,20,1,1,0,6,5,1,14,22,1,3,4,7,8,6,16,20,K3
0,255,187,46,26,0,40,0,201,74,54,0,11,0,0,0,187,63,63,0,0,0,0,0,31,0,0,0,0,0,0,0,29,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,53,21,0,0,0,191,166,15,0,0,0,0,0,31,15,0,15,0,0,0,50,0,255,0,0,0,0,0,0,0,145,0,0,0,0,57,63,0,184,36,68,25,0,63,0,127,47,21,89,0,85,53,0,68,81,0,255,119,0,0,0,17,0,97,136,166,0,0,0,0,0,144,118,0,0,0,0,0,34,0,0,0,0,14,0,0,51,0,0,0,20,0,102,0,12,0,0,0,0,0,0,40,20,0,0,0,0,17,46,38,31,0,25,0,14,29,20,25,63,K3
74,255,159,75,59,31,27,19,161,228,95,23,12,1,7,12,94,99,33,2,3,2,5,8,50,33,5,1,0,1,6,9,26,12,2,0,1,2,3,7,16,4,0,2,2,1,5,5,10,2,1,5,7,2,9,8,4,2,4,6,5,4,16,17,117,255,84,36,34,28,38,67,149,73,9,2,6,8,22,46,29,7,1,2,7,12,22,41,4,0,0,1,6,9,19,35,7,2,1,2,2,10,21,38,5,5,3,6,7,14,18,38,8,6,10,10,16,18,39,62,20,19,23,25,21,40,52,84,72,255,122,86,25,16,20,28,176,137,32,1,2,3,9,15,71,27,1,0,0,3,5,13,40,1,0,0,1,3,7,14,4,0,0,0,1,1,6,14,4,2,0,1,2,6,7,13,5,2,2,3,2,10,12,19,10,7,4,10,9,13,19,31,K3
39,254,187,62,55,30,16,9,202,255,82,20,13,7,2,5,145,90,34,4,7,1,0,2,42,15,0,2,1,0,4,2,37,6,1,1,0,0,0,3,14,0,0,2,0,1,5,2,7,2,0,1,1,3,4,5,0,0,0,1,3,0,4,14,101,255,91,31,49,52,62,102,146,52,11,0,14,18,51,99,65,22,0,1,5,26,56,115,5,0,6,7,6,16,41,96,3,2,6,4,10,22,45,84,7,9,6,20,26,51,52,142,36,27,10,16,30,42,97,157,20,53,73,49,74,114,128,218,34,255,88,26,6,6,10,20,170,144,44,0,0,2,6,22,72,34,0,0,0,6,10,25,16,0,0,1,2,2,6,16,0,0,0,0,2,4,8,19,1,1,4,5,4,4,16,19,1,3,1,4,6,12,21,24,1,9,12,15,19,30,26,34,K3
0,255,95,34,0,24,10,0,200,74,188,0,9,0,0,0,91,108,10,0,0,0,0,0,46,0,0,0,0,0,0,0,12,18,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,17,0,0,0,0,9,147,37,35,0,0,0,11,0,0,11,0,0,8,0,34,0,0,0,0,0,8,8,0,13,0,0,0,0,0,0,31,34,0,0,0,0,0,91,0,73,0,0,0,27,34,8,0,255,17,0,34,13,9,0,13,26,0,144,55,0,0,0,0,0,255,202,25,0,0,0,0,0,113,73,0,0,0,0,10,0,27,0,0,0,0,0,0,20,0,0,0,0,0,0,37,10,0,0,0,0,13,0,37,124,0,0,27,0,0,11,20,28,0,13,16,10,25,0,28,13,K3
62,255,155,74,49,27,20,9,213,215,90,29,10,0,2,2,88,85,33,4,2,3,2,5,56,29,6,1,1,1,4,4,30,13,0,0,0,3,0,6,12,4,0,0,1,1,4,10,8,1,3,1,2,1,8,8,7,3,10,6,6,8,10,17,91,255,94,46,22,22,22,39,175,106,26,0,1,6,10,32,51,9,0,1,2,6,13,25,17,1,1,1,1,5,14,36,5,3,1,2,5,8,14,33,11,5,6,6,6,10,25,27,20,10,8,8,13,13,30,49,28,22,23,27,22,28,43,67,64,255,115,73,21,12,10,13,191,139,42,0,1,1,5,15,69,32,2,0,3,2,6,12,45,1,0,0,2,1,5,14,7,1,0,1,1,3,4,13,8,2,2,0,2,5,13,22,12,4,2,6,4,16,20,29,17,11,7,10,6,14,20,32,K3
28,247,176,55,47,16,20,3,216,255,118,21,12,0,0,0,152,97,39,2,0,0,0,0,38,16,5,0,0,0,0,0,36,12,0,0,0,0,0,0,5,1,0,0,0,0,1,0,12,0,0,0,0,0,4,3,0,0,0,1,0,0,1,0,43,255,88,21,9,10,13,22,176,102,27,0,1,2,13,37,47,13,0,0,1,6,15,37,5,0,0,1,4,4,17,43,0,0,0,0,5,10,16,45,0,2,1,1,7,15,20,67,4,5,7,17,12,22,40,61,7,19,22,15,19,43,59,71,32,255,140,68,27,5,6,10,219,191,56,5,2,4,7,12,101,39,15,0,0,3,8,11,42,0,0,0,0,1,2,10,9,0,0,0,0,4,8,17,0,0,1,0,0,6,11,11,0,0,0,1,3,4,10,17,1,2,6,4,6,8,20,21,K3
55,255,175,78,59,31,26,14,156,251,98,36,12,2,1,7,105,94,36,5,3,1,7,3,34,23,4,1,1,0,1,6,36,16,0,0,2,0,5,10,8,1,0,0,4,1,2,7,10,5,6,4,4,3,3,8,4,4,2,4,4,2,11,11,86,255,101,30,27,25,33,51,165,102,19,1,2,8,12,47,37,16,2,1,4,7,18,26,5,0,0,2,3,6,8,37,6,3,1,4,2,10,15,34,4,1,3,5,6,10,15,41,6,10,6,7,8,19,36,55,15,22,24,18,24,26,47,76,57,255,125,82,23,15,15,23,176,140,31,1,1,6,7,18,59,23,0,1,0,4,5,15,37,0,0,0,1,3,7,20,1,0,0,0,0,3,10,12,1,1,1,2,3,4,13,20,1,4,1,4,8,9,19,42,1,6,11,9,12,11,21,39,K3
35,254,192,70,54,24,25,10,182,255,122,27,14,3,0,5,140,108,48,4,0,1,1,8,38,22,2,1,0,2,1,4,29,11,0,0,0,0,1,1,11,1,0,0,1,1,1,10,14,3,1,0,0,4,6,10,0,1,2,12,2,4,8,14,62,255,121,18,17,18,26,53,174,99,28,2,11,6,19,54,50,15,0,1,4,9,22,30,0,0,0,1,6,10,12,48,2,0,2,2,4,4,16,40,1,5,4,4,5,12,25,50,6,10,1,10,11,23,45,65,14,31,21,29,24,40,54,108,33,255,141,72,11,8,11,13,195,155,53,0,4,5,6,14,73,32,1,0,7,5,5,10,35,0,0,2,13,2,6,18,2,1,0,0,3,4,10,14,0,2,1,4,1,7,9,21,2,3,2,3,4,5,13,28,7,8,8,7,9,15,23,32,K3
73,255,170,80,52,38,26,25,170,238,92,26,10,3,5,8,87,84,38,4,1,1,4,5,41,31,6,0,1,2,2,6,20,15,2,0,1,0,4,6,9,1,1,3,1,2,2,7,6,7,1,3,1,2,8,12,7,6,5,6,2,4,10,22,128,255,96,37,39,34,36,73,138,89,15,1,5,5,16,49,45,10,0,1,3,6,17,32,1,1,1,1,5,11,16,43,2,1,1,6,5,13,11,42,7,1,4,4,4,9,23,41,9,10,11,9,9,25,39,49,18,23,23,28,20,43,60,77,75,255,113,68,20,20,24,29,180,128,28,0,1,3,8,23,64,22,2,0,1,4,6,16,37,0,0,1,1,4,6,17,0,0,0,1,2,5,9,15,0,0,1,2,3,10,17,19,0,3,4,5,5,12,16,29,4,5,8,9,11,18,25,36,K3
18,255,103,60,38,28,3,2,170,162,86,11,22,1,0,0,102,72,23,1,1,0,0,3,38,19,3,0,0,0,0,0,22,9,0,0,0,0,0,0,12,0,0,0,0,0,0,7,7,0,2,0,0,1,4,2,3,0,0,0,2,0,3,9,33,255,98,11,9,17,34,53,162,162,63,0,8,8,34,90,50,56,0,0,2,14,17,70,0,0,0,3,1,8,25,66,0,2,0,10,31,25,31,35,1,3,6,6,17,27,49,72,2,22,9,7,14,41,81,74,5,23,24,26,35,55,96,162,18,255,110,50,5,3,3,7,171,198,59,0,3,1,6,14,75,53,9,0,2,2,2,7,16,0,1,1,1,0,6,18,0,2,0,1,2,8,14,16,0,0,1,1,1,4,5,18,0,0,5,4,3,6,17,46,0,2,9,11,9,12,19,41,K3
0,255,100,143,0,13,0,0,147,92,146,0,0,0,0,0,155,45,63,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,121,117,0,0,0,19,255,19,117,0,0,0,0,0,107,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,14,23,0,0,0,16,0,0,40,0,0,0,0,0,0,44,52,75,0,255,106,0,0,0,0,0,163,40,36,0,0,0,15,0,72,27,0,0,0,0,0,18,0,0,0,0,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,13,0,0,43,27,81,0,13,0,31,13,15,0,36,K3
42,250,167,64,50,27,30,12,171,255,86,19,8,4,1,2,129,97,31,3,1,2,0,1,41,17,4,0,2,2,2,4,25,14,1,0,0,0,1,4,9,3,1,1,1,0,4,6,11,3,0,2,7,2,5,8,4,3,2,7,1,6,9,15,53,255,107,35,19,17,25,30,176,132,23,0,1,2,16,24,49,16,0,0,4,4,15,41,18,0,0,1,2,5,15,29,0,1,1,2,0,8,13,27,1,0,4,2,6,12,11,24,1,3,4,5,7,16,18,31,7,6,10,12,18,22,38,53,42,255,137,75,25,10,10,12,192,172,46,3,1,3,6,11,75,45,5,0,0,1,4,7,40,3,0,0,0,1,6,8,5,0,1,0,1,2,6,4,0,0,1,1,1,0,3,11,0,1,1,1,1,2,6,11,1,4,3,5,9,11,12,18,K3
0,255,104,49,18,0,0,0,163,36,163,0,18,0,0,0,145,71,89,0,13,0,0,0,13,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,29,0,0,0,0,0,255,29,0,0,0,0,0,102,0,0,0,0,0,51,69,68,0,0,0,0,0,0,100,51,0,0,0,0,0,80,0,136,0,0,0,0,0,102,0,0,0,0,0,0,25,102,153,34,0,0,204,40,102,0,238,0,0,212,85,0,0,0,0,45,55,0,222,0,0,0,0,255,85,118,0,0,0,85,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,56,170,0,0,0,0,0,0,0,66,24,0,0,0,0,34,28,0,170,0,0,0,34,28,0,21,28,K3
0,255,163,69,40,18,12,0,184,189,92,17,10,3,0,0,105,116,62,2,4,0,0,0,55,2,2,0,0,0,0,0,19,3,3,0,0,0,0,0,11,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,159,0,0,0,3,49,119,134,19,0,0,4,11,76,84,91,0,0,0,7,32,39,0,0,7,4,19,15,35,74,0,4,0,11,29,3,34,69,0,0,0,15,5,4,71,39,0,8,3,38,0,28,42,58,4,10,32,0,24,24,17,149,0,255,176,18,0,0,4,16,246,237,117,0,0,4,11,11,129,81,9,0,6,3,6,18,4,0,0,0,3,6,6,12,0,0,0,0,0,3,4,28,0,3,0,0,6,3,10,21,0,0,0,0,0,7,22,14,4,11,0,13,7,17,27,48,K3
78,255,184,86,55,40,22,20,167,236,84,26,8,4,6,9,107,79,39,3,1,0,2,5,43,29,1,2,1,1,1,12,30,10,1,0,0,1,4,10,18,3,1,0,0,2,3,9,7,3,1,2,1,3,11,22,8,8,5,6,12,6,15,28,117,255,101,36,29,33,37,51,146,84,11,1,5,10,27,46,30,8,0,2,4,6,15,36,2,0,0,2,4,7,14,40,4,3,2,2,4,10,19,41,8,5,4,3,3,10,21,32,11,11,17,7,14,16,40,57,16,21,20,27,20,28,50,74,77,255,107,51,21,21,27,39,173,112,20,0,2,5,9,28,53,12,1,1,2,7,12,24,28,0,0,0,5,4,14,23,3,1,1,1,4,6,10,21,3,3,2,3,4,10,15,33,5,7,7,6,9,12,32,44,13,11,13,14,16,23,31,51,K3
0,255,104,40,23,7,15,0,149,79,134,18,17,0,0,0,123,65,47,0,0,0,0,0,20,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,63,255,94,31,54,73,30,46,53,0,26,7,7,9,0,31,36,42,0,0,0,0,21,0,0,0,9,21,10,9,12,36,0,0,0,0,18,15,9,21,0,0,0,0,0,89,0,7,0,15,0,0,0,0,12,94,0,0,0,28,38,71,0,136,0,52,25,76,0,68,223,81,0,60,0,0,153,30,56,76,0,153,19,43,0,38,114,30,0,0,0,0,63,200,47,107,0,0,0,63,89,25,50,255,0,0,153,0,21,70,49,114,40,0,0,0,50,70,229,19,121,229,0,0,50,30,79,203,K3
0,255,146,60,36,11,12,0,182,197,159,35,20,1,0,0,115,117,66,2,1,0,0,0,37,25,5,0,0,0,0,0,14,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19,255,162,6,12,7,28,46,156,170,61,0,0,15,18,50,29,34,0,13,0,16,33,42,0,0,0,4,4,9,36,102,0,0,2,2,2,11,38,116,2,2,0,7,6,34,21,86,11,9,11,13,10,33,55,106,27,15,23,46,68,40,45,130,0,245,213,46,25,0,1,14,205,255,85,0,1,0,2,17,79,45,9,0,0,1,8,18,20,2,1,0,1,1,4,17,0,12,4,0,1,4,3,8,0,7,0,0,2,6,7,26,0,3,6,3,5,8,21,29,6,4,9,13,6,27,25,31,K3
0,255,96,38,13,9,1,0,214,157,100,28,15,1,1,0,99,94,55,7,1,0,0,0,33,13,1,0,0,0,0,1,14,1,0,0,0,0,0,0,10,5,0,0,0,0,0,1,2,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,31,243,58,7,17,22,24,18,80,112,10,0,5,13,26,100,143,26,0,4,18,13,58,155,0,0,0,3,10,16,70,92,5,9,0,0,16,38,24,47,8,12,17,42,6,47,88,155,12,35,9,56,57,84,54,240,20,34,60,62,40,112,58,255,0,254,85,3,0,0,9,3,190,255,59,0,0,3,15,15,142,53,0,0,0,0,16,22,0,0,0,0,0,2,5,10,2,3,0,0,0,8,32,13,7,0,2,0,0,12,14,47,3,8,2,4,4,9,19,34,7,5,2,28,4,16,20,51,K3
0,255,69,10,21,0,0,0,198,144,61,0,0,0,0,0,71,80,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,27,0,0,0,0,0,0,19,158,37,0,0,0,0,0,81,0,0,0,0,0,0,0,34,46,0,0,0,69,23,0,34,166,0,0,0,19,0,0,0,17,0,0,0,23,27,0,0,255,23,69,185,34,0,45,69,23,0,77,28,0,0,0,0,98,246,39,39,0,0,0,0,0,197,49,0,0,0,0,28,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,24,0,0,0,0,197,49,65,0,0,65,24,0,28,0,32,197,0,65,0,72,90,255,0,98,K3
0,255,114,77,22,30,0,0,199,177,84,9,0,0,0,0,98,53,68,13,0,0,0,0,42,9,2,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,190,163,0,0,7,19,94,108,208,109,0,38,79,14,128,8,19,0,0,14,37,49,17,0,0,8,9,20,19,155,54,0,0,0,7,21,39,110,68,7,14,0,21,0,104,68,201,0,0,9,14,24,33,59,206,9,11,11,46,102,119,99,255,0,246,255,107,0,0,0,12,195,182,164,0,0,0,21,21,135,116,0,0,0,0,42,20,0,0,0,0,0,0,20,38,0,6,0,0,4,14,21,51,0,0,4,12,9,0,17,40,0,0,0,0,24,22,31,68,5,7,10,5,44,13,67,48,K3
0,173,78,61,11,34,0,0,152,255,66,16,0,0,0,0,53,78,20,0,0,0,0,0,6,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,236,51,0,0,0,0,91,255,70,0,22,0,0,18,35,70,0,0,0,37,0,226,105,0,0,0,0,0,14,22,231,14,0,0,0,16,36,37,56,0,0,22,0,14,37,170,141,56,0,0,18,56,14,28,55,113,16,16,75,0,22,164,94,0,255,251,0,0,0,15,23,153,13,13,0,0,0,11,0,58,196,0,0,0,23,27,157,0,0,0,0,18,0,0,89,0,0,0,11,0,0,18,37,0,0,13,31,31,0,0,47,0,0,27,0,0,15,18,60,118,15,113,25,141,60,31,179,K3
0,255,109,27,11,9,0,0,174,93,111,33,14,0,0,0,86,53,28,0,0,0,0,0,36,3,4,0,0,0,0,0,10,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,151,0,0,9,52,117,196,88,81,0,0,0,81,205,11,41,0,0,68,0,65,96,0,0,13,22,11,53,66,102,26,0,0,0,94,0,19,111,13,0,0,29,0,49,105,66,78,0,19,15,68,19,76,111,11,26,29,74,94,79,232,168,0,255,254,0,0,0,8,10,135,97,101,0,0,0,33,43,61,135,100,0,0,8,6,8,0,0,0,18,7,7,14,39,0,12,37,0,0,0,39,91,0,0,0,0,7,14,25,78,16,56,16,6,16,25,38,36,6,7,47,25,31,54,38,103,K3
8,245,255,61,68,13,1,1,152,251,137,32,14,1,4,2,88,92,58,14,2,1,2,6,23,17,2,0,0,0,2,4,10,10,2,1,0,2,1,3,8,2,0,0,0,1,10,8,0,0,0,0,1,2,1,10,0,2,0,2,0,3,12,13,29,255,160,44,5,13,7,21,165,100,34,0,1,0,12,26,34,18,0,0,4,0,24,24,18,0,0,0,0,6,14,28,0,0,1,0,2,6,8,30,0,1,2,3,2,7,21,21,0,1,3,7,8,19,20,48,1,6,12,13,26,25,42,53,9,255,163,48,4,6,12,43,196,169,52,1,1,10,10,25,52,22,1,0,11,9,31,18,22,0,2,3,9,21,21,39,3,0,0,5,4,13,13,29,0,0,1,5,2,10,24,38,4,10,0,6,2,19,30,100,12,24,18,24,20,30,62,88,K3
0,255,121,58,17,26,0,0,230,144,149,49,9,0,0,0,78,54,36,4,0,0,8,0,50,16,5,0,0,0,0,0,10,17,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,8,0,7,0,206,140,0,0,16,94,72,35,38,48,46,0,28,96,168,99,41,0,10,16,49,123,111,0,0,0,11,0,11,10,255,0,0,0,0,13,13,116,99,0,0,10,33,0,0,165,96,13,62,0,60,113,93,234,137,24,0,0,27,128,137,96,185,0,184,170,0,0,9,6,14,13,85,152,0,0,7,55,17,71,72,0,7,5,7,35,47,0,0,9,11,5,11,27,6,0,0,0,0,21,18,21,42,0,0,0,0,0,55,51,37,0,21,16,11,33,0,91,81,6,0,31,54,47,29,105,255,K3
0,204,79,76,48,20,0,0,165,255,71,25,7,0,0,0,106,68,52,12,0,0,0,0,46,11,10,0,0,0,0,0,12,0,0,0,0,0,0,0,21,0,0,0,0,0,4,3,0,0,0,0,0,0,0,6,0,0,0,0,4,0,5,3,0,152,80,7,0,7,6,62,88,124,27,0,9,0,16,54,7,0,0,13,23,27,58,73,0,0,6,0,6,0,59,156,0,0,0,6,13,0,27,110,0,55,27,0,33,0,66,154,0,18,57,6,108,20,43,52,9,17,98,7,11,27,99,255,0,129,174,0,0,10,0,136,52,196,120,0,0,0,76,151,22,93,0,0,0,21,61,79,0,0,17,10,0,79,14,129,0,0,0,0,11,0,47,152,0,0,14,0,11,0,90,84,0,11,47,23,54,82,52,163,0,53,99,27,10,27,166,255,K3
0,85,127,0,0,0,0,0,255,42,63,0,0,0,0,0,51,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,36,0,0,0,255,0,0,0,0,0,85,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,63,0,0,0,85,51,0,0,0,0,0,0,0,0,0,0,0,63,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,42,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,36,K3
0,255,167,53,0,0,0,0,188,79,14,18,16,0,0,0,136,72,173,0,14,0,0,0,0,0,0,0,0,0,0,0,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,255,0,0,0,38,25,153,153,76,0,0,0,40,76,30,19,0,0,0,0,61,0,0,0,0,0,51,0,0,25,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,76,0,0,0,21,0,30,0,40,51,0,21,19,51,76,0,0,0,0,58,0,0,0,0,15,54,40,27,0,0,0,0,163,0,18,0,21,0,0,0,136,0,0,0,0,0,0,15,27,0,0,0,0,0,0,33,18,0,0,0,0,0,54,36,13,0,0,0,0,0,0,36,0,0,0,21,29,13,18,255,76,K3
0,180,67,48,22,36,0,0,138,255,64,15,10,0,0,0,52,37,27,6,0,0,0,0,36,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,232,14,0,0,12,29,43,255,202,0,0,10,0,10,0,50,0,21,17,0,10,0,36,0,14,14,17,24,46,79,10,12,0,0,0,0,23,0,39,0,14,0,0,54,0,130,43,0,0,0,17,0,87,99,43,0,0,34,129,0,10,12,220,0,93,125,0,0,0,0,9,152,255,71,0,0,0,17,23,40,25,0,0,0,0,17,13,0,0,0,8,0,0,9,161,0,0,0,11,8,0,0,22,0,0,0,11,34,0,8,68,0,0,0,22,0,8,28,62,34,0,11,30,9,65,32,176,K3
7,255,107,55,24,18,7,0,183,173,112,27,16,0,0,0,87,96,47,4,0,0,1,0,20,19,1,0,0,0,0,0,11,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,255,65,9,6,13,25,49,174,116,33,2,12,7,43,62,20,12,4,5,12,10,24,82,0,0,1,1,5,9,15,40,0,0,1,9,4,28,25,58,6,0,0,0,5,26,41,39,2,9,8,7,13,58,34,121,1,27,30,42,57,66,103,139,7,255,110,43,5,1,3,6,170,173,63,0,0,3,12,12,65,30,3,0,0,3,9,7,24,2,0,0,1,1,2,13,0,0,0,3,0,0,7,9,0,0,0,1,1,2,17,14,0,0,3,0,5,6,26,27,1,6,4,7,11,14,33,34,K3
0,251,109,71,16,36,0,0,255,209,238,14,43,0,0,0,50,252,25,0,0,0,0,0,41,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,101,0,7,31,0,31,32,0,0,0,0,12,28,8,0,0,0,12,31,0,15,10,0,0,0,10,10,0,0,41,0,0,0,0,8,0,0,41,0,0,8,0,0,0,110,15,0,0,0,0,0,0,0,24,0,31,0,0,10,15,0,109,0,0,255,0,23,0,47,45,39,0,37,0,11,0,47,31,31,0,0,0,31,19,11,25,0,13,0,0,0,11,0,95,15,0,0,0,0,0,38,15,0,0,0,0,0,0,0,79,0,0,47,23,72,0,32,15,0,95,39,0,107,0,95,95,K3
66,255,170,78,51,37,15,28,171,241,97,26,11,2,4,19,106,108,38,2,4,2,8,5,53,32,6,2,3,2,8,7,34,12,1,0,0,2,6,7,11,4,1,0,2,1,5,6,6,6,3,3,3,2,9,11,10,6,6,6,4,10,6,18,112,255,107,40,28,35,37,44,163,97,19,0,3,9,19,40,40,8,0,1,4,10,17,32,6,1,1,1,7,6,16,37,7,3,0,3,5,8,15,25,4,2,4,3,7,13,18,38,11,7,5,8,7,21,28,43,20,15,22,16,19,26,31,73,71,255,136,81,18,17,19,24,192,156,33,0,1,5,8,21,67,21,0,0,2,1,7,16,43,0,0,1,0,2,7,20,5,0,1,0,1,2,4,16,1,2,2,2,2,5,9,16,3,4,4,7,5,11,20,25,3,5,8,9,8,13,17,33,K3
63,255,170,79,57,27,26,31,150,213,86,30,12,6,5,11,88,73,29,6,3,3,3,15,34,20,4,2,4,1,3,10,23,12,0,0,0,1,5,6,12,2,2,1,0,2,7,11,1,2,1,1,2,4,16,21,5,6,5,7,7,5,18,31,93,255,99,59,24,29,39,45,144,73,16,4,6,8,17,39,34,16,1,1,4,7,17,40,23,0,1,1,4,6,15,26,4,4,1,2,3,6,18,31,2,4,2,4,3,14,23,38,4,4,7,7,13,20,27,37,12,14,12,16,25,32,41,71,94,255,124,62,33,27,39,78,141,103,31,2,6,10,29,31,31,20,0,2,4,16,16,44,18,0,0,1,6,8,12,27,9,2,2,3,1,10,28,51,7,3,5,2,7,12,27,47,9,7,5,14,20,29,34,70,16,18,19,22,29,43,45,92,K3
0,223,132,21,29,23,0,0,255,173,46,8,14,0,0,0,79,50,26,3,0,0,0,0,35,5,7,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,3,0,255,131,9,0,0,0,4,245,175,44,0,0,0,0,11,41,14,0,0,0,3,13,15,19,0,0,0,0,0,14,4,0,0,0,0,0,0,14,18,0,0,0,0,3,14,9,14,0,3,0,0,8,19,43,25,0,4,5,3,13,24,19,22,0,255,96,16,0,0,4,3,219,145,45,0,0,0,14,8,53,30,0,4,0,0,4,4,9,0,0,0,0,7,9,0,0,0,0,3,0,9,16,12,0,0,0,0,0,14,34,22,0,3,0,4,15,14,28,4,9,11,32,0,10,20,41,21,K3
