@attribute 'Gabor Features51' numeric
@attribute 'Gabor Features52' numeric
@attribute 'Gabor Features53' numeric
@attribute 'Gabor Features54' numeric
@attribute 'Gabor Features55' numeric
@attribute 'Gabor Features56' numeric
@attribute 'Gabor Features57' numeric
@attribute 'Gabor Features58' numeric
@attribute 'Gabor Features59' numeric
@attribute class {K1,K2,K3,K4,K5,K6}

@data

7.22093,0.076661,7.223358,0.076687,7.223358,0.076687,7.22093,0.076661,7.223358,0.076687,7.223358,0.076687,7.462472,0.079226,7.464981,0.079252,7.464981,0.079252,7.462472,0.079226,7.464981,0.079252,7.464981,0.079252,7.455572,0.079152,7.458078,0.079179,7.458078,0.079179,7.455572,0.079152,7.458078,0.079179,7.458078,0.079179,7.436022,0.078945,7.438521,0.078971,7.438521,0.078971,7.436022,0.078945,7.438521,0.078971,7.438521,0.078971,7.380444,0.078355,7.382925,0.078381,7.382925,0.078381,7.380444,0.078355,7.382925,0.078381,7.382925,0.078381,K1
7.404543,0.056727,7.407032,0.056746,7.407032,0.056746,7.404543,0.056727,7.407032,0.056746,7.407032,0.056746,7.652227,0.058624,7.654799,0.058644,7.654799,0.058644,7.652227,0.058624,7.654799,0.058644,7.654799,0.058644,7.645152,0.05857,7.647722,0.05859,7.647722,0.05859,7.645152,0.05857,7.647722,0.05859,7.647722,0.05859,7.625104,0.058416,7.627667,0.058436,7.627667,0.058436,7.625104,0.058416,7.627667,0.058436,7.627667,0.058436,7.568113,0.05798,7.570657,0.057999,7.570657,0.057999,7.568113,0.05798,7.570657,0.057999,7.570657,0.057999,K1
7.633693,0.049952,7.636259,0.049968,7.636259,0.049968,7.633693,0.049952,7.636259,0.049968,7.636259,0.049968,7.889042,0.051622,7.891693,0.05164,7.891693,0.05164,7.889042,0.051622,7.891693,0.05164,7.891693,0.05164,7.881747,0.051575,7.884397,0.051592,7.884397,0.051592,7.881747,0.051575,7.884397,0.051592,7.884397,0.051592,7.861079,0.051439,7.863721,0.051457,7.863721,0.051457,7.861079,0.051439,7.863721,0.051457,7.863721,0.051457,7.802324,0.051055,7.804947,0.051072,7.804947,0.051072,7.802324,0.051055,7.804947,0.051072,7.804947,0.051072,K1
9.433863,0.034445,9.437034,0.034456,9.437034,0.034456,9.433863,0.034445,9.437034,0.034456,9.437034,0.034456,9.749428,0.035597,9.752705,0.035609,9.752705,0.035609,9.749428,0.035597,9.752705,0.035609,9.752705,0.035609,9.740414,0.035564,9.743688,0.035576,9.743688,0.035576,9.740414,0.035564,9.743688,0.035576,9.743688,0.035576,9.714872,0.035471,9.718137,0.035482,9.718137,0.035482,9.714872,0.035471,9.718137,0.035482,9.718137,0.035482,9.642261,0.035205,9.645503,0.035217,9.645503,0.035217,9.642261,0.035205,9.645503,0.035217,9.645503,0.035217,K1
8.249198,0.083928,8.251971,0.083956,8.251971,0.083956,8.249198,0.083928,8.251971,0.083956,8.251971,0.083956,8.525136,0.086736,8.528002,0.086765,8.528002,0.086765,8.525136,0.086736,8.528002,0.086765,8.528002,0.086765,8.517254,0.086655,8.520117,0.086685,8.520117,0.086685,8.517254,0.086655,8.520117,0.086685,8.520117,0.086685,8.494919,0.086428,8.497775,0.086457,8.497775,0.086457,8.494919,0.086428,8.497775,0.086457,8.497775,0.086457,8.431427,0.085782,8.434261,0.085811,8.434261,0.085811,8.431427,0.085782,8.434261,0.085811,8.434261,0.085811,K1
11.980736,0.088815,11.984763,0.088845,11.984763,0.088845,11.980736,0.088815,11.984763,0.088845,11.984763,0.088845,12.381494,0.091786,12.385656,0.091817,12.385656,0.091817,12.381494,0.091786,12.385656,0.091817,12.385656,0.091817,12.370046,0.091701,12.374204,0.091732,12.374204,0.091732,12.370046,0.091701,12.374204,0.091732,12.374204,0.091732,12.337608,0.09146,12.341755,0.091491,12.341755,0.091491,12.337608,0.09146,12.341755,0.091491,12.341755,0.091491,12.245395,0.090777,12.249512,0.090807,12.249512,0.090807,12.245395,0.090777,12.249512,0.090807,12.249512,0.090807,K1
13.234121,0.105336,13.238569,0.105371,13.238569,0.105371,13.234121,0.105336,13.238569,0.105371,13.238569,0.105371,13.676806,0.108859,13.681403,0.108896,13.681403,0.108896,13.676806,0.108859,13.681403,0.108896,13.681403,0.108896,13.66416,0.108759,13.668753,0.108795,13.668753,0.108795,13.66416,0.108759,13.668753,0.108795,13.668753,0.108795,13.628329,0.108474,13.63291,0.10851,13.63291,0.10851,13.628329,0.108474,13.63291,0.10851,13.63291,0.10851,13.526469,0.107663,13.531015,0.107699,13.531015,0.107699,13.526469,0.107663,13.531015,0.107699,13.531015,0.107699,K1
6.096769,0.092215,6.098818,0.092246,6.098818,0.092246,6.096769,0.092215,6.098818,0.092246,6.098818,0.092246,6.300707,0.0953,6.302825,0.095332,6.302825,0.095332,6.300707,0.0953,6.302825,0.095332,6.302825,0.095332,6.294881,0.095211,6.296997,0.095243,6.296997,0.095243,6.294881,0.095211,6.296997,0.095243,6.296997,0.095243,6.278374,0.094962,6.280485,0.094994,6.280485,0.094994,6.278374,0.094962,6.280485,0.094994,6.280485,0.094994,6.231449,0.094252,6.233544,0.094284,6.233544,0.094284,6.231449,0.094252,6.233544,0.094284,6.233544,0.094284,K1
8.338189,0.078111,8.340992,0.078137,8.340992,0.078137,8.338189,0.078111,8.340992,0.078137,8.340992,0.078137,8.617104,0.080724,8.62,0.080751,8.62,0.080751,8.617104,0.080724,8.62,0.080751,8.62,0.080751,8.609136,0.080649,8.61203,0.080676,8.61203,0.080676,8.609136,0.080649,8.61203,0.080676,8.61203,0.080676,8.586561,0.080438,8.589447,0.080465,8.589447,0.080465,8.586561,0.080438,8.589447,0.080465,8.589447,0.080465,8.522383,0.079837,8.525248,0.079863,8.525248,0.079863,8.522383,0.079837,8.525248,0.079863,8.525248,0.079863,K1
9.168951,0.075779,9.172033,0.075805,9.172033,0.075805,9.168951,0.075779,9.172033,0.075805,9.172033,0.075805,9.475655,0.078314,9.47884,0.07834,9.47884,0.07834,9.475655,0.078314,9.47884,0.07834,9.47884,0.07834,9.466893,0.078242,9.470076,0.078268,9.470076,0.078268,9.466893,0.078242,9.470076,0.078268,9.470076,0.078268,9.442069,0.078037,9.445242,0.078063,9.445242,0.078063,9.442069,0.078037,9.445242,0.078063,9.445242,0.078063,9.371497,0.077453,9.374647,0.077479,9.374647,0.077479,9.371497,0.077453,9.374647,0.077479,9.374647,0.077479,K1
