@attribute 'RGB Color Histogram55' numeric
@attribute 'RGB Color Histogram56' numeric
@attribute 'RGB Color Histogram57' numeric
@attribute 'RGB Color Histogram58' numeric
@attribute 'RGB Color Histogram59' numeric
@attribute 'RGB Color Histogram60' numeric
@attribute 'RGB Color Histogram61' numeric
@attribute 'RGB Color Histogram62' numeric
@attribute 'RGB Color Histogram63' numeric
@attribute class {K1,K2,K3,K4,K5,K6}

@data

21,48,0,0,0,2,0,0,0,0,0,0,0,0,0,0,21,74,0,0,0,69,29,0,0,0,2,0,0,0,0,0,182,12,0,0,1,166,44,0,0,0,99,28,0,0,0,0,157,0,0,0,0,58,26,0,0,0,255,205,0,0,0,179,K1
32,0,0,0,0,0,53,0,0,0,1,0,0,0,0,0,73,15,0,0,4,50,7,0,0,0,3,0,0,0,0,0,228,3,0,0,2,76,28,0,0,11,255,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,38,1,0,0,17,153,K1
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,87,0,0,0,255,123,0,0,1,64,22,0,0,0,0,0,0,0,0,0,2,5,0,0,0,45,149,1,0,0,32,110,K1
101,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,255,10,0,0,5,54,13,0,0,1,2,0,0,0,0,0,2,0,0,0,1,72,27,0,0,24,147,1,0,0,73,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,38,251,K1
54,15,0,0,0,40,0,0,0,0,0,0,0,0,0,0,216,18,0,0,8,169,52,0,0,0,17,0,0,0,0,0,2,0,0,0,1,31,26,0,0,3,255,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,21,0,0,21,156,K1
226,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,75,37,4,0,0,0,0,0,0,0,0,0,22,1,0,0,176,255,25,0,0,64,9,1,0,0,0,1,99,3,0,0,197,74,2,0,0,99,69,12,0,0,28,216,K1
76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,9,0,0,97,122,1,0,0,0,0,0,0,0,0,0,2,0,0,0,24,190,3,0,0,13,21,2,0,0,0,0,0,0,0,0,14,255,0,0,0,110,84,11,0,0,7,176,K1
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,64,0,0,22,140,5,0,0,0,0,0,0,0,0,0,0,6,0,0,2,117,70,0,0,43,255,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,57,0,0,0,172,K1
170,11,0,0,7,11,0,0,0,0,0,0,0,0,0,0,40,49,0,0,14,255,16,0,0,0,5,0,0,0,0,0,1,1,0,0,9,76,39,0,0,6,103,28,0,0,0,7,2,0,0,0,103,227,2,0,0,2,51,47,0,0,3,216,K1
120,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,88,61,0,0,48,255,8,0,0,2,0,0,0,0,0,0,0,0,0,0,14,103,48,0,0,13,85,3,0,0,0,0,0,0,0,0,27,172,7,0,2,111,63,21,0,0,4,170,K1
101,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,70,51,0,0,51,134,2,0,0,3,1,0,0,0,0,0,0,4,0,0,70,119,36,0,1,40,89,2,0,0,0,1,0,0,0,0,0,0,0,0,1,26,255,7,0,0,2,124,K1
47,51,0,0,1,4,0,0,0,0,0,0,0,0,0,0,51,150,0,0,5,255,36,0,0,0,0,0,0,0,0,0,2,3,0,0,1,55,55,0,0,1,104,39,0,0,0,0,21,1,0,0,90,95,8,0,0,6,87,61,0,0,5,177,K2
71,82,0,0,2,5,0,0,0,0,0,0,0,0,0,0,37,150,0,0,10,178,8,0,0,0,1,0,0,0,0,0,56,8,0,0,36,132,37,0,0,1,255,16,0,0,0,3,41,2,0,0,72,33,3,0,0,1,142,35,0,0,0,246,K2
43,91,0,0,3,6,0,0,0,0,0,0,0,0,0,0,8,156,0,0,3,255,52,0,0,0,4,0,0,0,0,0,0,1,0,0,0,24,44,0,0,0,202,65,0,0,0,2,2,0,0,0,38,88,15,0,0,1,58,83,0,0,0,202,K2
31,45,4,0,0,4,14,0,0,0,0,0,0,0,0,0,6,18,5,0,0,8,17,0,0,0,3,0,0,0,0,0,255,17,1,0,1,20,21,0,0,0,100,19,0,0,0,1,0,0,0,0,0,1,2,0,0,0,36,86,0,0,0,96,K2
53,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,39,28,0,0,34,69,8,0,0,1,0,0,0,0,0,0,185,24,0,0,9,102,38,0,0,80,220,7,0,0,0,0,255,31,0,0,0,30,25,0,0,0,134,90,0,0,4,237,K2
150,67,0,0,8,55,8,0,0,0,0,0,0,0,0,0,49,52,0,0,19,255,10,0,0,0,3,1,0,0,0,0,11,2,0,0,27,130,5,0,0,3,125,10,0,0,0,4,1,0,0,0,148,169,1,0,0,4,155,49,0,0,7,243,K2
171,4,0,0,14,1,0,0,0,0,0,0,0,0,0,0,62,13,0,0,66,77,1,0,0,3,0,0,0,0,0,0,34,3,0,0,41,106,12,0,0,2,92,4,0,0,0,0,255,5,0,0,48,46,1,0,0,6,136,44,0,0,9,190,K2
59,59,0,0,27,18,0,0,0,1,0,0,0,0,0,0,70,69,0,0,65,255,123,0,1,10,15,0,0,0,0,0,150,24,0,0,49,131,100,0,0,30,201,1,0,0,0,1,31,2,0,0,138,52,2,0,35,80,119,5,0,0,11,240,K2
246,6,0,0,10,9,0,0,0,0,0,0,0,0,0,0,36,23,0,0,134,233,7,0,0,7,4,0,0,0,0,0,6,4,0,0,18,136,8,0,0,84,96,21,0,0,0,11,104,31,0,0,69,94,4,0,0,8,110,30,0,0,4,255,K2
49,22,0,0,15,22,0,0,0,0,0,0,0,0,0,0,121,128,0,0,58,255,104,0,0,19,26,0,0,0,0,0,130,25,0,0,42,138,202,0,0,34,171,3,0,0,0,0,5,0,0,0,108,36,2,0,96,129,130,14,0,0,23,239,K2
79,6,0,0,11,20,0,0,0,0,0,0,0,0,0,0,6,3,0,0,15,255,10,0,0,2,3,0,0,0,0,0,2,0,0,0,2,34,3,0,0,21,25,5,0,0,1,2,0,0,0,0,152,106,1,0,0,2,24,11,0,0,5,137,K2
217,18,0,0,9,3,0,0,0,0,0,0,0,0,0,0,26,8,0,0,163,203,1,0,0,3,0,0,0,0,0,0,10,1,0,0,25,80,4,0,1,118,55,10,0,0,0,1,170,6,0,0,137,36,3,0,0,9,47,26,0,0,4,255,K2
133,17,0,0,2,3,0,0,0,0,0,0,0,0,0,0,31,28,0,0,18,87,8,0,0,0,3,0,0,0,0,0,204,23,0,0,18,59,13,0,0,5,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,51,0,0,4,162,K2
61,15,2,0,0,3,1,0,0,0,0,0,0,0,0,0,21,8,0,0,1,73,45,0,0,0,5,0,0,0,0,0,255,7,0,0,2,31,24,0,0,1,223,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,64,0,0,0,154,K2
141,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,0,0,0,64,9,0,0,0,0,0,0,0,0,0,191,54,0,0,2,155,34,0,0,0,255,14,0,0,2,3,0,0,0,0,0,0,0,0,0,0,8,66,0,0,5,192,K2
158,19,3,0,2,5,4,0,0,0,1,0,0,0,0,0,32,8,0,0,7,39,9,0,0,0,49,0,0,0,0,0,188,4,0,0,255,52,7,0,0,19,207,82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,30,0,0,2,211,K2
3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,0,0,0,65,29,0,0,0,2,0,0,0,0,0,255,19,0,0,0,23,54,0,0,0,208,11,0,0,1,3,0,0,0,0,0,0,0,0,0,0,8,52,0,0,2,135,K2
89,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,8,0,0,9,80,5,0,0,0,0,0,0,0,0,0,243,5,0,0,1,75,27,0,0,5,255,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,121,0,0,0,144,K2
1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,0,0,0,98,48,0,0,0,0,0,0,0,0,0,255,28,0,0,0,32,119,0,0,0,251,35,0,0,8,7,0,0,0,0,0,0,0,0,0,0,15,15,0,0,12,173,K2
0,90,8,0,0,0,11,0,0,0,0,0,0,0,0,0,12,46,3,0,0,19,180,0,0,0,2,0,0,0,0,0,196,73,1,0,0,29,209,0,0,0,228,177,0,0,0,2,68,4,0,0,0,3,13,0,0,0,22,57,0,0,0,255,K2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,255,5,0,0,0,26,24,0,0,0,162,5,0,0,6,3,0,0,0,0,0,0,0,0,0,0,5,6,0,0,5,97,K2
65,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,0,0,0,21,2,0,0,0,0,0,0,0,0,0,20,1,0,0,3,15,14,0,0,2,108,39,0,0,0,0,255,1,0,0,8,18,0,0,0,2,29,58,0,0,3,111,K2
27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,1,9,11,0,0,0,6,1,0,0,0,0,53,4,0,0,3,16,8,0,0,3,99,38,0,0,0,6,255,1,0,0,1,13,3,0,0,3,53,20,0,0,1,101,K2
9,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,24,0,0,0,109,73,0,0,0,7,0,0,0,0,0,218,46,0,0,0,32,88,0,0,0,255,57,0,0,7,10,0,0,0,0,0,0,0,0,0,0,10,13,0,0,4,186,K2
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,38,5,0,0,14,21,5,0,0,9,33,1,0,0,0,0,255,1,0,0,6,9,1,0,0,9,48,8,0,0,10,77,K2
114,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,49,4,0,0,29,27,3,0,0,0,1,0,0,0,0,0,25,3,0,0,33,55,5,0,0,11,104,12,0,0,0,3,255,7,0,0,14,23,1,0,0,5,59,12,0,0,21,126,K2
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6,0,0,10,9,2,0,0,2,3,0,0,0,0,0,255,5,0,0,2,6,2,0,0,4,25,7,0,0,3,57,K2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,4,10,0,0,0,4,0,0,0,0,0,255,7,0,0,16,127,30,0,0,8,102,1,0,0,0,0,0,0,0,0,0,9,6,0,0,14,137,11,0,0,74,35,K2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,5,52,6,0,0,0,1,0,0,0,0,0,255,10,0,0,8,97,43,0,0,5,92,1,0,0,0,0,0,0,0,0,0,17,5,0,0,1,138,82,0,0,1,105,K2
163,3,0,0,13,2,0,0,0,0,0,0,0,0,0,0,90,11,0,0,140,124,1,0,0,0,0,0,0,0,0,0,19,0,0,0,170,185,12,0,0,9,94,11,0,0,0,0,1,0,0,0,146,89,1,0,0,3,50,24,0,0,1,255,K2
114,1,0,0,17,7,0,0,0,0,0,0,0,0,0,0,98,24,0,0,31,160,4,0,0,1,3,0,0,0,0,0,17,2,0,0,29,66,31,0,0,3,37,8,0,0,0,5,7,0,0,0,148,255,2,0,0,4,48,21,0,0,7,192,K2
0,14,3,0,0,4,10,0,0,0,0,0,0,0,0,0,9,13,1,0,0,7,64,42,0,0,8,33,0,0,0,0,28,13,0,0,0,12,36,9,0,0,62,179,0,0,0,9,255,11,0,0,0,25,17,1,0,0,23,48,0,0,1,122,K2
112,9,0,0,19,9,0,0,0,0,0,0,0,0,0,0,74,78,0,0,32,221,19,0,0,0,2,0,0,0,0,0,5,1,0,0,6,39,12,0,0,4,105,74,0,0,0,16,0,0,0,0,29,255,3,0,0,4,39,13,0,0,2,202,K2
136,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,36,4,0,0,65,51,1,0,1,5,0,0,0,0,0,0,41,2,0,0,49,43,3,0,1,38,46,1,0,0,1,0,70,1,0,0,255,18,1,0,0,7,49,8,0,0,13,160,K2
94,2,0,0,27,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,80,27,0,0,6,1,0,0,0,0,0,0,24,0,0,0,21,12,0,0,1,18,0,0,0,11,0,0,154,1,0,0,255,18,1,0,0,8,10,2,0,2,9,114,K2
